,id,age,gender,education,freq,variable,value,drug_type
6179,1698,55-64,M,Doctorate degree,Used in Last Decade,cscore,1.13,cannabis
6180,1700,25-34,F,Masters degree,Used in Last Year,cscore,-0.01,cannabis
6181,1701,18-24,M,"Some college or university, no certificate or degree",Used in Last Month,cscore,-1.92,cannabis
6182,1702,35-44,F,University degree,Used in Last Day,cscore,-0.01,cannabis
6183,1704,18-24,M,"Some college or university, no certificate or degree",Used in Last Decade,cscore,-1.14,cannabis
6184,1705,18-24,M,Left school at 18 years,Used in Last Day,cscore,-0.9,cannabis
6185,1706,55-64,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-1.78,cannabis
6186,1708,18-24,F,Professional certificate/ diploma,Used in Last Decade,cscore,-0.14,cannabis
6187,1712,25-34,F,University degree,Used in Last Decade,cscore,-0.14,cannabis
6188,1713,35-44,F,Masters degree,Used in Last Decade,cscore,0.26,cannabis
6189,1714,35-44,F,Doctorate degree,Used in Last Month,cscore,2.63,cannabis
6190,1727,25-34,F,Masters degree,Used in Last Decade,cscore,-0.53,cannabis
6191,1730,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,1.63,cannabis
6192,1731,25-34,F,"Some college or university, no certificate or degree",Used in Last Year,cscore,-0.78,cannabis
6193,1732,45-54,M,Masters degree,Used in Last Year,cscore,0.12,cannabis
6194,1733,25-34,M,Professional certificate/ diploma,Used in Last Decade,cscore,1.31,cannabis
6195,1736,25-34,F,Masters degree,Used in Last Decade,cscore,2.05,cannabis
6196,1740,25-34,F,Professional certificate/ diploma,Used in Last Decade,cscore,-0.01,cannabis
6197,1742,25-34,F,University degree,Used in Last Day,cscore,-0.01,cannabis
6198,1743,35-44,M,University degree,Used in Last Decade,cscore,-0.53,cannabis
6199,1749,18-24,M,University degree,Used in Last Day,cscore,-0.78,cannabis
6200,1750,25-34,F,Left school at 17 years,Used in Last Year,cscore,-2.05,cannabis
6201,1752,25-34,F,University degree,Used in Last Day,cscore,-0.65,cannabis
6202,1754,25-34,F,Professional certificate/ diploma,Used in Last Decade,cscore,-0.41,cannabis
6203,1755,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-1.52,cannabis
6204,1756,18-24,F,Left school at 18 years,Used in Last Day,cscore,1.13,cannabis
6205,1757,18-24,M,Left school at 18 years,Used in Last Day,cscore,-1.64,cannabis
6206,1759,45-54,M,Masters degree,Used in Last Year,cscore,1.13,cannabis
6207,1760,35-44,M,Masters degree,Used in Last Week,cscore,0.26,cannabis
6208,1762,35-44,F,Professional certificate/ diploma,Used in Last Decade,cscore,0.76,cannabis
6209,1763,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-1.39,cannabis
6210,1764,18-24,F,University degree,Used in Last Month,cscore,3.01,cannabis
6211,1765,35-44,M,Left school at 16 years,Used in Last Week,cscore,-0.9,cannabis
6212,1766,25-34,F,"Some college or university, no certificate or degree",Used in Last Week,cscore,0.94,cannabis
6213,1767,25-34,F,University degree,Used in Last Week,cscore,0.26,cannabis
6214,1768,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,2.63,cannabis
6215,1769,25-34,F,"Some college or university, no certificate or degree",Used in Last Week,cscore,-0.65,cannabis
6216,1771,25-34,M,University degree,Used in Last Month,cscore,-0.01,cannabis
6217,1773,18-24,M,Left school at 18 years,Used in Last Day,cscore,-0.53,cannabis
6218,1774,25-34,F,Masters degree,Used in Last Day,cscore,-0.78,cannabis
6219,1775,18-24,F,Left school at 18 years,Used in Last Day,cscore,-1.01,cannabis
6220,1776,18-24,M,"Some college or university, no certificate or degree",Used in Last Year,cscore,0.42,cannabis
6221,1777,18-24,F,University degree,Used in Last Day,cscore,1.13,cannabis
6222,1778,45-54,F,Left school at 16 years,Used in Last Decade,cscore,-0.9,cannabis
6223,1779,18-24,F,University degree,Used in Last Year,cscore,0.76,cannabis
6224,1780,45-54,M,"Some college or university, no certificate or degree",Used in Last Decade,cscore,-0.28,cannabis
6225,1781,18-24,F,University degree,Used in Last Year,cscore,-1.01,cannabis
6226,1782,18-24,M,Left school at 18 years,Used in Last Decade,cscore,1.31,cannabis
6227,1783,25-34,F,Left school at 17 years,Used in Last Week,cscore,1.31,cannabis
6228,1785,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,-1.26,cannabis
6229,1786,25-34,F,Masters degree,Used in Last Year,cscore,0.26,cannabis
6230,1787,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-0.78,cannabis
6231,1788,18-24,M,University degree,Used in Last Year,cscore,-0.65,cannabis
6232,1790,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-1.52,cannabis
6233,1791,18-24,M,Left school at 17 years,Used in Last Week,cscore,-0.41,cannabis
6234,1792,35-44,F,Doctorate degree,Used in Last Decade,cscore,2.33,cannabis
6235,1793,18-24,M,University degree,Used in Last Day,cscore,3.01,cannabis
6236,1794,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-0.53,cannabis
6237,1795,18-24,F,"Some college or university, no certificate or degree",Used in Last Week,cscore,-0.78,cannabis
6238,1796,25-34,M,University degree,Used in Last Day,cscore,0.76,cannabis
6239,1797,35-44,F,Left school at 16 years,Used in Last Day,cscore,-1.92,cannabis
6240,1798,18-24,M,"Some college or university, no certificate or degree",Used in Last Year,cscore,-1.52,cannabis
6241,1799,18-24,M,University degree,Used in Last Year,cscore,-0.78,cannabis
6242,1802,25-34,M,Doctorate degree,Used in Last Day,cscore,1.81,cannabis
6243,1803,18-24,M,Masters degree,Used in Last Day,cscore,0.12,cannabis
6244,1804,18-24,M,"Some college or university, no certificate or degree",Used in Last Month,cscore,-1.01,cannabis
6245,1805,18-24,M,Professional certificate/ diploma,Used in Last Month,cscore,-0.65,cannabis
6246,1806,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,-0.53,cannabis
6247,1807,35-44,F,Professional certificate/ diploma,Used in Last Day,cscore,-1.14,cannabis
6248,1808,35-44,M,University degree,Used in Last Day,cscore,-1.64,cannabis
6249,1810,18-24,F,Left school at 17 years,Used in Last Day,cscore,0.12,cannabis
6250,1811,18-24,M,University degree,Used in Last Day,cscore,0.94,cannabis
6251,1812,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,2.33,cannabis
6252,1813,25-34,F,Left school at 18 years,Used in Last Decade,cscore,-1.26,cannabis
6253,1815,35-44,F,University degree,Used in Last Day,cscore,1.46,cannabis
6254,1816,18-24,F,Masters degree,Used in Last Year,cscore,0.94,cannabis
6255,1818,18-24,F,"Some college or university, no certificate or degree",Used in Last Day,cscore,0.26,cannabis
6256,1819,25-34,F,University degree,Used in Last Day,cscore,-0.14,cannabis
6257,1820,18-24,M,Masters degree,Used in Last Week,cscore,1.46,cannabis
6258,1821,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-2.73,cannabis
6259,1822,45-54,F,"Some college or university, no certificate or degree",Used in Last Month,cscore,-0.65,cannabis
6260,1823,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-0.78,cannabis
6261,1824,18-24,F,"Some college or university, no certificate or degree",Used in Last Year,cscore,-2.3,cannabis
6262,1826,18-24,M,University degree,Used in Last Day,cscore,-0.01,cannabis
6263,1827,18-24,F,University degree,Used in Last Day,cscore,-0.01,cannabis
6264,1828,25-34,F,University degree,Used in Last Week,cscore,0.26,cannabis
6265,1829,25-34,F,Masters degree,Used in Last Day,cscore,-0.14,cannabis
6266,1830,25-34,F,University degree,Used in Last Week,cscore,-1.14,cannabis
6267,1831,25-34,F,University degree,Used in Last Year,cscore,-0.9,cannabis
6268,1832,18-24,M,Left school at 18 years,Used in Last Day,cscore,-1.92,cannabis
6269,1833,18-24,M,University degree,Used in Last Day,cscore,2.33,cannabis
6270,1834,35-44,F,University degree,Used in Last Day,cscore,1.31,cannabis
6271,1835,25-34,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,0.26,cannabis
6272,1836,45-54,M,University degree,Used in Last Decade,cscore,-1.52,cannabis
6273,1837,35-44,F,Professional certificate/ diploma,Used in Last Day,cscore,-1.78,cannabis
6274,1838,35-44,F,"Some college or university, no certificate or degree",Used in Last Week,cscore,-0.28,cannabis
6275,1839,35-44,F,Professional certificate/ diploma,Used in Last Day,cscore,0.26,cannabis
6276,1840,25-34,F,Professional certificate/ diploma,Used in Last Week,cscore,0.26,cannabis
6277,1841,55-64,F,University degree,Used in Last Decade,cscore,-0.14,cannabis
6278,1842,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-1.14,cannabis
6279,1843,25-34,M,University degree,Used in Last Day,cscore,0.94,cannabis
6280,1844,45-54,M,Doctorate degree,Used in Last Decade,cscore,-0.14,cannabis
6281,1845,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,0.42,cannabis
6282,1846,45-54,M,University degree,Used in Last Week,cscore,1.31,cannabis
6283,1847,18-24,M,"Some college or university, no certificate or degree",Used in Last Year,cscore,1.13,cannabis
6284,1848,18-24,F,University degree,Used in Last Day,cscore,-1.39,cannabis
6285,1849,18-24,F,"Some college or university, no certificate or degree",Used in Last Day,cscore,1.13,cannabis
6286,1850,45-54,M,Professional certificate/ diploma,Used in Last Day,cscore,0.76,cannabis
6287,1851,25-34,F,University degree,Used in Last Decade,cscore,-1.01,cannabis
6288,1852,18-24,M,Left school at 17 years,Used in Last Year,cscore,-1.26,cannabis
6289,1853,25-34,M,Professional certificate/ diploma,Used in Last Day,cscore,0.76,cannabis
6290,1854,25-34,F,Masters degree,Used in Last Week,cscore,0.94,cannabis
6291,1855,35-44,M,Left school at 16 years,Used in Last Decade,cscore,-0.14,cannabis
6292,1856,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,0.42,cannabis
6293,1857,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,-0.01,cannabis
6294,1858,18-24,M,Left school at 17 years,Used in Last Year,cscore,-1.52,cannabis
6295,1859,35-44,M,Professional certificate/ diploma,Used in Last Month,cscore,0.12,cannabis
6296,1860,18-24,M,"Some college or university, no certificate or degree",Used in Last Month,cscore,-0.9,cannabis
6297,1861,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,-1.78,cannabis
6298,1862,18-24,M,Left school at 18 years,Used in Last Day,cscore,-0.14,cannabis
6299,1863,35-44,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,0.12,cannabis
6300,1864,55-64,F,University degree,Used in Last Day,cscore,-0.65,cannabis
6301,1865,25-34,F,University degree,Used in Last Year,cscore,0.42,cannabis
6302,1866,45-54,M,Left school before 16 years,Used in Last Day,cscore,0.26,cannabis
6303,1867,18-24,F,"Some college or university, no certificate or degree",Used in Last Day,cscore,0.94,cannabis
6304,1868,25-34,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,0.42,cannabis
6305,1869,18-24,F,Professional certificate/ diploma,Used in Last Day,cscore,-2.18,cannabis
6306,1870,18-24,F,University degree,Used in Last Day,cscore,1.63,cannabis
6307,1871,18-24,F,"Some college or university, no certificate or degree",Used in Last Day,cscore,-0.14,cannabis
6308,1872,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-1.39,cannabis
6309,1873,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,-0.01,cannabis
6310,1874,25-34,F,University degree,Used in Last Week,cscore,1.31,cannabis
6311,1875,18-24,M,Left school at 18 years,Used in Last Day,cscore,0.12,cannabis
6312,1876,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-1.52,cannabis
6313,1877,18-24,M,Left school at 17 years,Used in Last Day,cscore,-0.41,cannabis
6314,1878,65+,M,"Some college or university, no certificate or degree",Used in Last Year,cscore,-0.65,cannabis
6315,1879,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,-0.14,cannabis
6316,1880,25-34,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-0.78,cannabis
6317,1881,18-24,M,Left school at 17 years,Used in Last Week,cscore,0.58,cannabis
6318,1882,18-24,M,University degree,Used in Last Week,cscore,2.33,cannabis
6319,1883,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-0.28,cannabis
6320,1884,18-24,F,"Some college or university, no certificate or degree",Used in Last Week,cscore,-1.14,cannabis
6321,1885,18-24,M,"Some college or university, no certificate or degree",Used in Last Year,cscore,-1.52,cannabis
6322,1886,25-34,F,University degree,Used in Last Day,cscore,-1.39,cannabis
6323,1887,18-24,F,"Some college or university, no certificate or degree",Used in Last Day,cscore,-2.57,cannabis
6324,1888,18-24,M,"Some college or university, no certificate or degree",Used in Last Year,cscore,0.42,cannabis
0,2,25-34,M,Doctorate degree,Used in Last Year,nscore,-0.68,cocaine
1,4,18-24,F,Masters degree,Used in Last Decade,nscore,-0.15,cocaine
2,11,25-34,F,University degree,Used in Last Decade,nscore,-1.05,cocaine
3,12,45-54,M,"Some college or university, no certificate or degree",Used in Last Decade,nscore,-1.33,cocaine
4,16,55-64,M,University degree,Used in Last Decade,nscore,-2.05,cocaine
5,19,55-64,M,University degree,Used in Last Decade,nscore,1.37,cocaine
6,24,45-54,M,Left school at 16 years,Used in Last Decade,nscore,1.6,cocaine
7,26,45-54,M,"Some college or university, no certificate or degree",Used in Last Decade,nscore,-0.79,cocaine
8,35,35-44,M,University degree,Used in Last Decade,nscore,1.02,cocaine
9,43,35-44,M,Masters degree,Used in Last Day,nscore,-0.15,cocaine
10,44,35-44,M,Professional certificate/ diploma,Used in Last Year,nscore,-0.92,cocaine
11,51,35-44,M,Masters degree,Used in Last Decade,nscore,1.02,cocaine
12,55,55-64,M,Left school at 16 years,Used in Last Day,nscore,0.04,cocaine
13,59,45-54,M,Left school at 18 years,Used in Last Week,nscore,0.22,cocaine
14,65,45-54,M,Doctorate degree,Used in Last Month,nscore,-1.55,cocaine
15,69,35-44,M,Professional certificate/ diploma,Used in Last Year,nscore,-0.92,cocaine
16,71,25-34,M,"Some college or university, no certificate or degree",Used in Last Year,nscore,-0.35,cocaine
17,101,25-34,M,Masters degree,Used in Last Year,nscore,-1.05,cocaine
18,103,45-54,M,Left school at 18 years,Used in Last Month,nscore,-0.58,cocaine
19,105,25-34,F,"Some college or university, no certificate or degree",Used in Last Decade,nscore,-0.92,cocaine
20,108,35-44,F,Left school at 16 years,Used in Last Year,nscore,0.14,cocaine
21,109,25-34,F,University degree,Used in Last Month,nscore,-0.47,cocaine
22,116,25-34,F,Professional certificate/ diploma,Used in Last Decade,nscore,0.22,cocaine
23,118,25-34,F,University degree,Used in Last Year,nscore,1.6,cocaine
24,124,25-34,F,University degree,Used in Last Decade,nscore,0.22,cocaine
25,135,25-34,F,Masters degree,Used in Last Decade,nscore,3.27,cocaine
26,157,35-44,F,"Some college or university, no certificate or degree",Used in Last Decade,nscore,1.23,cocaine
27,167,18-24,M,"Some college or university, no certificate or degree",Used in Last Year,nscore,1.49,cocaine
