,ID,age,gender,education,alcohol,variable,value
7622,378,45-54,F,Masters degree,CL5,cscore,0.93949
7623,379,25-34,F,University degree,CL5,cscore,-0.52745
7624,381,45-54,F,Professional certificate/ diploma,CL6,cscore,0.25953
7625,382,35-44,M,University degree,CL2,cscore,0.12331
7626,383,35-44,M,Left school at 16 years,CL4,cscore,-0.78155
7627,384,35-44,F,Masters degree,CL5,cscore,0.7583
7628,385,45-54,F,University degree,CL5,cscore,0.7583
7629,387,25-34,M,Professional certificate/ diploma,CL5,cscore,-0.40581
7630,388,45-54,M,Left school at 18 years,CL4,cscore,0.58489
7631,390,35-44,M,Professional certificate/ diploma,CL3,cscore,-0.27607
7632,391,25-34,M,Doctorate degree,CL5,cscore,0.58489
7633,392,35-44,F,"Some college or university, no certificate or degree",CL2,cscore,-0.00665
7634,393,25-34,F,University degree,CL5,cscore,0.12331
7635,394,35-44,F,Left school at 17 years,CL5,cscore,1.13407
7636,395,25-34,F,Professional certificate/ diploma,CL6,cscore,1.46191
7637,396,25-34,M,Professional certificate/ diploma,CL6,cscore,1.81175
7638,397,35-44,M,University degree,CL6,cscore,-0.78155
7639,398,35-44,F,University degree,CL6,cscore,0.58489
7640,399,45-54,M,Professional certificate/ diploma,CL6,cscore,0.41594
7641,400,25-34,F,Masters degree,CL6,cscore,0.93949
7642,402,25-34,F,Left school at 18 years,CL4,cscore,0.7583
7643,403,45-54,M,Left school at 16 years,CL5,cscore,-0.65253
7644,404,18-24,M,"Some college or university, no certificate or degree",CL5,cscore,-1.25773
7645,405,18-24,M,University degree,CL5,cscore,-0.40581
7646,406,45-54,M,Left school at 17 years,CL3,cscore,0.25953
7647,407,18-24,F,Left school before 16 years,CL5,cscore,-0.00665
7648,408,45-54,F,University degree,CL3,cscore,-0.40581
7649,409,35-44,M,Left school at 17 years,CL6,cscore,-0.65253
7650,410,25-34,M,University degree,CL3,cscore,-0.27607
7651,412,45-54,M,Left school at 18 years,CL5,cscore,-1.38502
7652,413,35-44,F,"Some college or university, no certificate or degree",CL3,cscore,-1.64101
7653,414,25-34,F,University degree,CL6,cscore,-0.27607
7654,415,35-44,M,"Some college or university, no certificate or degree",CL5,cscore,-0.40581
7655,416,35-44,F,"Some college or university, no certificate or degree",CL6,cscore,-0.65253
7656,417,18-24,M,Left school at 18 years,CL6,cscore,2.63199
7657,418,18-24,M,"Some college or university, no certificate or degree",CL5,cscore,-1.25773
7658,419,25-34,M,"Some college or university, no certificate or degree",CL5,cscore,-0.65253
7659,420,25-34,F,Doctorate degree,CL6,cscore,0.41594
7660,421,25-34,M,University degree,CL6,cscore,0.12331
7661,422,18-24,M,Left school at 18 years,CL4,cscore,1.13407
7662,423,25-34,M,"Some college or university, no certificate or degree",CL5,cscore,-0.40581
7663,424,35-44,M,Professional certificate/ diploma,CL4,cscore,-0.65253
7664,425,35-44,F,University degree,CL6,cscore,0.93949
7665,426,45-54,F,Doctorate degree,CL3,cscore,-0.00665
7666,427,35-44,M,University degree,CL6,cscore,-1.64101
7667,428,45-54,M,Left school at 16 years,CL5,cscore,-0.00665
7668,429,35-44,M,University degree,CL6,cscore,-0.14277
7669,430,25-34,F,Left school at 18 years,CL5,cscore,0.7583
7670,431,25-34,M,Left school before 16 years,CL5,cscore,-0.27607
7671,432,25-34,F,Left school at 18 years,CL5,cscore,-1.0145
7672,433,25-34,M,University degree,CL5,cscore,0.12331
7673,434,45-54,F,Left school at 16 years,CL6,cscore,-0.14277
7674,435,18-24,F,University degree,CL5,cscore,1.63088
7675,436,25-34,F,University degree,CL4,cscore,1.81175
7676,438,45-54,M,Left school at 16 years,CL6,cscore,0.41594
7677,439,25-34,F,University degree,CL5,cscore,-2.04506
7678,440,18-24,F,"Some college or university, no certificate or degree",CL4,cscore,-1.78169
7679,441,35-44,F,University degree,CL6,cscore,1.81175
7680,442,18-24,F,"Some college or university, no certificate or degree",CL3,cscore,0.58489
7681,443,25-34,F,Masters degree,CL5,cscore,-0.00665
7682,444,35-44,M,Left school at 16 years,CL5,cscore,-0.27607
7683,445,45-54,F,Professional certificate/ diploma,CL5,cscore,0.7583
7684,446,45-54,F,University degree,CL5,cscore,0.41594
7685,447,25-34,F,University degree,CL6,cscore,-0.65253
7686,448,25-34,M,Masters degree,CL6,cscore,-1.13788
7687,449,18-24,F,"Some college or university, no certificate or degree",CL5,cscore,-0.89891
7688,450,18-24,M,University degree,CL5,cscore,0.7583
7689,451,18-24,F,University degree,CL5,cscore,-1.0145
7690,452,18-24,F,Masters degree,CL5,cscore,0.7583
7691,453,35-44,F,University degree,CL5,cscore,0.93949
7692,454,25-34,M,University degree,CL5,cscore,0.41594
7693,455,45-54,M,Doctorate degree,CL6,cscore,-0.27607
7694,456,18-24,F,University degree,CL6,cscore,-2.57309
7695,457,35-44,M,University degree,CL6,cscore,-0.65253
7696,458,35-44,F,Masters degree,CL5,cscore,0.7583
7697,459,18-24,F,University degree,CL6,cscore,0.12331
7698,460,25-34,M,Masters degree,CL4,cscore,-0.40581
7699,461,18-24,F,University degree,CL6,cscore,0.25953
7700,462,18-24,M,"Some college or university, no certificate or degree",CL5,cscore,-1.25773
7701,463,35-44,M,"Some college or university, no certificate or degree",CL3,cscore,-2.30408
7702,464,45-54,M,Left school at 18 years,CL6,cscore,-1.25773
7703,465,18-24,F,University degree,CL5,cscore,0.93949
7704,466,18-24,F,Masters degree,CL5,cscore,-0.40581
7705,468,45-54,M,University degree,CL6,cscore,1.46191
7706,469,35-44,M,University degree,CL6,cscore,0.12331
7707,470,25-34,M,University degree,CL5,cscore,-0.00665
7708,471,45-54,F,Left school at 16 years,CL3,cscore,-2.04506
7709,472,18-24,F,University degree,CL4,cscore,0.7583
7710,473,18-24,M,Masters degree,CL5,cscore,2.33337
7711,474,18-24,F,Left school before 16 years,CL5,cscore,-0.00665
7712,475,35-44,F,"Some college or university, no certificate or degree",CL2,cscore,-0.52745
7713,476,55-64,F,University degree,CL6,cscore,0.41594
7714,477,45-54,F,University degree,CL3,cscore,0.93949
7715,478,35-44,M,University degree,CL6,cscore,-0.40581
7716,479,35-44,F,Professional certificate/ diploma,CL6,cscore,-1.25773
7717,480,25-34,F,University degree,CL6,cscore,0.58489
7718,481,25-34,F,Masters degree,CL6,cscore,0.25953
7719,482,18-24,M,"Some college or university, no certificate or degree",CL3,cscore,-0.65253
7720,483,35-44,F,University degree,CL6,cscore,0.58489
7721,485,25-34,F,University degree,CL2,cscore,0.93949
7722,486,35-44,F,Left school at 16 years,CL4,cscore,-0.27607
7723,487,45-54,F,Left school at 16 years,CL6,cscore,-0.78155
7724,488,25-34,M,Left school at 18 years,CL5,cscore,-1.38502
7725,489,35-44,F,Left school at 18 years,CL4,cscore,0.25953
7726,490,25-34,M,Left school at 16 years,CL6,cscore,-0.40581
7727,491,18-24,M,Left school before 16 years,CL3,cscore,-1.64101
7728,492,18-24,M,"Some college or university, no certificate or degree",CL5,cscore,-1.38502
7729,493,45-54,F,Professional certificate/ diploma,CL5,cscore,-0.78155
7730,494,18-24,M,Left school at 18 years,CL6,cscore,-0.00665
7731,495,18-24,M,Professional certificate/ diploma,CL5,cscore,0.25953
7732,496,18-24,M,"Some college or university, no certificate or degree",CL6,cscore,-1.64101
7733,497,18-24,M,Professional certificate/ diploma,CL4,cscore,0.12331
7734,498,55-64,M,"Some college or university, no certificate or degree",CL3,cscore,0.93949
7735,499,25-34,M,Masters degree,CL6,cscore,-0.00665
7736,500,25-34,M,Left school at 16 years,CL4,cscore,-0.78155
7737,501,55-64,F,"Some college or university, no certificate or degree",CL5,cscore,-1.92173
7738,502,35-44,F,Professional certificate/ diploma,CL3,cscore,1.13407
7739,503,25-34,F,Professional certificate/ diploma,CL3,cscore,-0.40581
7740,504,18-24,M,"Some college or university, no certificate or degree",CL5,cscore,-0.27607
7741,507,45-54,M,Professional certificate/ diploma,CL3,cscore,-1.13788
7742,508,35-44,M,University degree,CL4,cscore,0.58489
7743,509,25-34,M,University degree,CL3,cscore,-0.00665
7744,510,35-44,M,Left school at 16 years,CL5,cscore,-0.78155
7745,511,35-44,F,Masters degree,CL5,cscore,0.12331
7746,512,35-44,M,University degree,CL5,cscore,-0.40581
7747,513,45-54,F,Masters degree,CL5,cscore,0.25953
7748,514,18-24,M,"Some college or university, no certificate or degree",CL6,cscore,-1.0145
7749,515,55-64,M,Left school at 16 years,CL3,cscore,0.41594
7750,516,35-44,M,Left school at 16 years,CL6,cscore,-0.27607
7751,517,18-24,F,Left school at 17 years,CL5,cscore,0.25953
7752,518,35-44,F,Left school at 16 years,CL6,cscore,0.25953
7753,519,25-34,F,Masters degree,CL2,cscore,0.93949
7754,520,25-34,M,Professional certificate/ diploma,CL2,cscore,-0.78155
7755,521,25-34,M,Masters degree,CL5,cscore,1.81175
7756,522,35-44,F,University degree,CL5,cscore,0.93949
7757,523,45-54,F,Left school at 16 years,CL3,cscore,0.12331
7758,524,18-24,M,"Some college or university, no certificate or degree",CL5,cscore,-0.14277
7759,525,18-24,M,"Some college or university, no certificate or degree",CL5,cscore,-1.25773
7760,526,35-44,F,Left school before 16 years,CL2,cscore,0.41594
7761,527,45-54,F,University degree,CL5,cscore,2.63199
7762,528,55-64,M,Left school at 18 years,CL6,cscore,0.41594
7763,529,18-24,M,Professional certificate/ diploma,CL4,cscore,-1.38502
7764,530,35-44,M,Doctorate degree,CL6,cscore,-1.64101
7765,531,25-34,F,Professional certificate/ diploma,CL5,cscore,-0.00665
7766,532,55-64,M,University degree,CL5,cscore,0.58489
7767,533,45-54,M,University degree,CL5,cscore,-0.89891
7768,534,18-24,F,University degree,CL4,cscore,1.13407
7769,535,25-34,M,Masters degree,CL4,cscore,-0.65253
7770,536,35-44,F,Masters degree,CL6,cscore,1.46191
7771,537,25-34,F,University degree,CL5,cscore,-0.52745
7772,538,18-24,F,University degree,CL6,cscore,-0.65253
7773,540,35-44,F,University degree,CL6,cscore,0.58489
7774,541,45-54,M,Masters degree,CL6,cscore,1.81175
7775,542,45-54,F,University degree,CL5,cscore,0.12331
7776,543,45-54,F,University degree,CL4,cscore,0.41594
7777,544,35-44,M,Left school at 17 years,CL6,cscore,-1.0145
7778,545,25-34,F,University degree,CL6,cscore,0.25953
7779,546,18-24,F,Left school at 16 years,CL5,cscore,-1.0145
7780,547,35-44,F,Professional certificate/ diploma,CL5,cscore,-0.78155
7781,548,45-54,F,"Some college or university, no certificate or degree",CL2,cscore,-0.00665
7782,549,25-34,F,Masters degree,CL5,cscore,2.04506
7783,550,18-24,M,University degree,CL4,cscore,-1.78169
7784,551,25-34,F,Masters degree,CL4,cscore,-0.14277
7785,552,18-24,F,University degree,CL6,cscore,1.30612
7786,553,35-44,F,Masters degree,CL4,cscore,1.13407
7787,554,18-24,F,Masters degree,CL2,cscore,0.25953
7788,555,25-34,F,Masters degree,CL6,cscore,0.41594
7789,556,25-34,F,Doctorate degree,CL4,cscore,1.30612
7790,557,45-54,F,Masters degree,CL6,cscore,0.93949
7791,558,18-24,F,University degree,CL6,cscore,0.25953
7792,559,25-34,F,University degree,CL4,cscore,1.30612
7793,560,18-24,F,University degree,CL5,cscore,-0.14277
7794,561,45-54,F,University degree,CL6,cscore,1.13407
7795,562,18-24,F,University degree,CL6,cscore,0.41594
7796,563,35-44,F,University degree,CL5,cscore,0.7583
7797,564,35-44,F,Masters degree,CL6,cscore,1.46191
7798,565,25-34,F,Masters degree,CL5,cscore,-0.27607
7799,566,45-54,F,"Some college or university, no certificate or degree",CL2,cscore,-0.40581
7800,567,45-54,F,Masters degree,CL5,cscore,-0.78155
7801,568,18-24,F,University degree,CL5,cscore,0.58489
7802,569,18-24,M,University degree,CL6,cscore,-0.52745
7803,571,35-44,F,Doctorate degree,CL6,cscore,2.63199
7804,572,35-44,F,Professional certificate/ diploma,CL6,cscore,-0.40581
7805,573,18-24,F,Masters degree,CL6,cscore,1.81175
7806,574,35-44,M,Professional certificate/ diploma,CL6,cscore,-0.65253
7807,575,55-64,F,"Some college or university, no certificate or degree",CL5,cscore,-0.40581
7808,576,35-44,F,University degree,CL6,cscore,-1.78169
7809,577,35-44,M,Left school at 16 years,CL5,cscore,1.13407
7810,578,25-34,F,Masters degree,CL4,cscore,0.93949
7811,579,25-34,F,University degree,CL4,cscore,-0.14277
7812,580,45-54,F,Masters degree,CL6,cscore,1.46191
7813,581,18-24,F,Masters degree,CL5,cscore,0.7583
7814,582,35-44,F,"Some college or university, no certificate or degree",CL6,cscore,-1.92173
7815,583,18-24,M,"Some college or university, no certificate or degree",CL6,cscore,-0.65253
7816,584,35-44,F,Professional certificate/ diploma,CL6,cscore,0.93949
7817,585,18-24,F,"Some college or university, no certificate or degree",CL5,cscore,-0.40581
7818,586,25-34,M,University degree,CL2,cscore,0.7583
7819,587,18-24,M,Professional certificate/ diploma,CL2,cscore,-0.27607
7820,588,18-24,M,"Some college or university, no certificate or degree",CL5,cscore,-1.78169
7821,589,25-34,F,Left school at 16 years,CL5,cscore,0.12331
7822,590,55-64,F,"Some college or university, no certificate or degree",CL2,cscore,0.41594
7823,591,35-44,M,Left school before 16 years,CL3,cscore,0.58489
7824,592,35-44,F,University degree,CL6,cscore,1.63088
7825,593,35-44,F,Professional certificate/ diploma,CL5,cscore,2.04506
7826,594,25-34,M,Professional certificate/ diploma,CL5,cscore,0.58489
7827,595,35-44,M,Left school at 16 years,CL5,cscore,-0.65253
7828,596,45-54,M,Professional certificate/ diploma,CL6,cscore,0.41594
7829,597,18-24,M,Left school at 16 years,CL5,cscore,0.93949
7830,599,45-54,F,Professional certificate/ diploma,CL5,cscore,0.25953
7831,600,18-24,M,"Some college or university, no certificate or degree",CL4,cscore,-0.89891
7832,601,45-54,F,Masters degree,CL6,cscore,0.12331
7833,602,18-24,M,"Some college or university, no certificate or degree",CL4,cscore,-1.0145
7834,603,18-24,M,"Some college or university, no certificate or degree",CL6,cscore,0.58489
7835,604,18-24,M,"Some college or university, no certificate or degree",CL6,cscore,-1.0145
7836,605,25-34,M,University degree,CL5,cscore,0.12331
7837,606,35-44,F,"Some college or university, no certificate or degree",CL5,cscore,0.41594
7838,607,55-64,F,Masters degree,CL5,cscore,-1.0145
7839,608,18-24,M,University degree,CL5,cscore,-0.78155
7840,609,45-54,M,"Some college or university, no certificate or degree",CL2,cscore,-0.14277
7841,610,25-34,M,University degree,CL6,cscore,1.13407
7842,611,55-64,F,Professional certificate/ diploma,CL4,cscore,-1.5184
7843,612,25-34,M,"Some college or university, no certificate or degree",CL6,cscore,-0.65253
7844,613,25-34,M,University degree,CL5,cscore,0.58489
7845,615,25-34,F,Masters degree,CL6,cscore,-0.65253
7846,616,25-34,F,Left school before 16 years,CL3,cscore,0.25953
7847,617,35-44,F,Masters degree,CL6,cscore,-0.27607
7848,618,45-54,F,"Some college or university, no certificate or degree",CL2,cscore,-1.0145
7849,619,45-54,M,Professional certificate/ diploma,CL3,cscore,0.7583
7850,620,25-34,F,University degree,CL5,cscore,-0.00665
7851,621,55-64,M,Masters degree,CL5,cscore,0.58489
7852,622,18-24,M,Left school at 18 years,CL5,cscore,-1.78169
7853,623,35-44,M,Masters degree,CL5,cscore,0.25953
7854,624,35-44,F,Masters degree,CL5,cscore,1.63088
7855,625,45-54,F,Masters degree,CL6,cscore,-1.38502
7856,626,35-44,F,Doctorate degree,CL6,cscore,0.25953
7857,627,35-44,F,Professional certificate/ diploma,CL6,cscore,0.25953
7858,628,35-44,M,University degree,CL6,cscore,0.41594
7859,629,35-44,M,Doctorate degree,CL5,cscore,0.58489
7860,630,25-34,F,Doctorate degree,CL5,cscore,0.25953
7861,631,45-54,F,Doctorate degree,CL5,cscore,-0.14277
7862,632,35-44,F,Doctorate degree,CL6,cscore,1.13407
7863,633,18-24,F,University degree,CL5,cscore,1.13407
7864,634,18-24,F,University degree,CL5,cscore,0.7583
7865,635,25-34,F,Masters degree,CL5,cscore,0.25953
7866,636,35-44,F,Doctorate degree,CL6,cscore,-0.65253
7867,637,35-44,M,University degree,CL5,cscore,-0.52745
7868,638,45-54,F,University degree,CL4,cscore,-0.00665
7869,639,35-44,F,Professional certificate/ diploma,CL4,cscore,0.41594
7870,640,18-24,F,University degree,CL5,cscore,1.63088
7871,641,25-34,M,Left school at 16 years,CL5,cscore,0.41594
7872,642,45-54,M,University degree,CL5,cscore,-0.14277
7873,643,35-44,M,Masters degree,CL5,cscore,1.81175
7874,644,25-34,F,Masters degree,CL5,cscore,1.30612
7875,645,25-34,M,"Some college or university, no certificate or degree",CL5,cscore,-0.65253
7876,646,45-54,M,University degree,CL5,cscore,-0.40581
7877,647,18-24,F,University degree,CL5,cscore,0.7583
7878,648,18-24,M,"Some college or university, no certificate or degree",CL6,cscore,0.93949
7879,649,35-44,F,Masters degree,CL6,cscore,-1.0145
7880,650,25-34,F,University degree,CL5,cscore,2.04506
7881,651,45-54,F,Masters degree,CL5,cscore,0.12331
7882,652,25-34,M,Masters degree,CL5,cscore,-1.0145
7883,653,18-24,M,"Some college or university, no certificate or degree",CL5,cscore,-1.0145
7884,654,18-24,M,"Some college or university, no certificate or degree",CL6,cscore,-0.00665
7885,655,35-44,F,Left school at 16 years,CL5,cscore,1.13407
7886,656,25-34,M,Masters degree,CL5,cscore,-1.0145
7887,657,45-54,M,"Some college or university, no certificate or degree",CL4,cscore,-1.13788
7888,658,45-54,M,Professional certificate/ diploma,CL5,cscore,-1.38502
7889,659,18-24,M,Masters degree,CL5,cscore,-0.52745
7890,660,25-34,M,Doctorate degree,CL5,cscore,-0.40581
7891,661,25-34,F,Masters degree,CL6,cscore,0.12331
7892,662,18-24,F,University degree,CL6,cscore,1.46191
7893,663,25-34,F,University degree,CL5,cscore,1.81175
7894,664,25-34,F,Doctorate degree,CL6,cscore,-1.38502
7895,665,18-24,M,University degree,CL5,cscore,-0.52745
7896,666,25-34,F,Doctorate degree,CL6,cscore,-0.27607
7897,667,18-24,M,Left school at 18 years,CL3,cscore,-0.89891
7898,668,35-44,M,"Some college or university, no certificate or degree",CL4,cscore,0.25953
7899,669,45-54,M,University degree,CL5,cscore,-0.40581
7900,670,25-34,M,"Some college or university, no certificate or degree",CL6,cscore,-0.14277
7901,671,18-24,M,Professional certificate/ diploma,CL5,cscore,-0.40581
7902,672,35-44,M,Professional certificate/ diploma,CL2,cscore,0.12331
7903,673,18-24,M,University degree,CL2,cscore,0.93949
7904,674,18-24,F,"Some college or university, no certificate or degree",CL5,cscore,0.93949
7905,675,18-24,F,Masters degree,CL3,cscore,-1.0145
7906,676,35-44,M,Professional certificate/ diploma,CL3,cscore,-0.78155
7907,677,18-24,M,Professional certificate/ diploma,CL3,cscore,0.25953
7908,678,25-34,M,University degree,CL6,cscore,-0.65253
7909,680,18-24,F,"Some college or university, no certificate or degree",CL5,cscore,1.46191
7910,681,45-54,M,Doctorate degree,CL6,cscore,-2.04506
